mike,2014,464.84,310.44,270.00000000000006,62.3,119.0,112.0
mike,2015,460.69999999999993,232.99999999999997,228.72,93.1,104.0,99.0
mike,2016,447.06000000000006,355.59999999999997,201.3,106.20000000000002,83.0,106.0
mike,2017,371.64000000000004,269.5,325.74,55.5,146.0,110.0
kjemp,2011,487.68,287.42,232.06,185.42000000000002,156.0,103.0
kjemp,2012,290.80000000000007,262.11999999999995,280.9,67.60000000000001,88.0,98.0
kjemp,2013,504.36000000000007,270.4000000000001,224.96000000000004,105.69999999999999,86.0,111.0
kjemp,2014,417.38000000000005,285.50000000000006,304.5,97.10000000000001,90.0,93.0
kjemp,2015,479.88,195.70000000000002,318.72,86.7,89.0,97.0
kjemp,2016,432.18,256.70000000000005,292.0400000000001,49.199999999999996,110.0,120.0
kjemp,2017,410.82,209.49999999999997,228.00000000000006,77.50000000000001,146.0,110.0
flack,2011,372.8800000000001,299.50000000000006,262.15999999999997,51.599999999999994,70.0,92.0
flack,2012,452.68,283.8,237.00000000000006,78.19999999999999,135.0,95.0
flack,2013,344.0399999999999,339.8999999999999,272.59999999999997,95.70000000000002,153.0,116.0
flack,2014,424.92,284.09999999999997,276.84000000000003,106.90000000000002,112.0,130.0
flack,2015,412.18,267.1,202.22,88.19999999999999,76.0,103.0
flack,2016,374.41999999999996,237.79999999999995,301.6,75.2,72.0,102.0
flack,2017,0,0,0,0,0,0
trox,2011,393.09999999999997,272.76000000000005,240.26000000000002,71.8,101.0,73.0
trox,2012,439.59999999999997,321.2,243.88,88.9,80.0,105.0
trox,2013,381.08,209.56,196.96,112.79999999999998,81.0,117.0
trox,2014,382.18000000000006,368.1,182.66000000000003,68.50000000000001,52.0,72.0
trox,2015,415.53999999999996,290.0,180.94,125.7,103.0,61.0
trox,2016,518.04,453.8,216.10000000000002,60.99999999999999,66.0,119.0
trox,2017,395.92,309.3999999999999,241.10000000000002,59.5,114.0,107.0
